#{"t_start": 1708424537.4409866, "env_id": "None"}
r,l,t
0.0,201,455.365081
0.0,201,455.555816
0.0,201,455.749622
0.0,201,455.944594
0.0,201,456.124926
0.0,201,456.313457
0.0,201,456.506927
0.0,201,456.68928
0.0,201,456.895475
0.0,201,457.095617
0.0,201,457.277746
0.0,201,457.479865
100.0,2,457.481645
0.0,201,457.734435
0.0,201,458.000964
100.0,1,458.002501
0.0,201,458.25301
0.0,201,458.514928
0.0,201,458.756891
0.0,201,459.020095
0.0,201,459.295555
0.0,201,459.537439
0.0,201,459.749435
0.0,201,459.945608
0.0,201,460.162802
0.0,201,460.396004
0.0,201,460.607983
0.0,201,460.832335
0.0,201,461.03762
0.0,201,461.258204
0.0,201,461.466519
0.0,201,461.697343
0.0,201,461.906056
0.0,201,462.116626
0.0,201,462.301086
0.0,201,462.491884
0.0,201,462.697501
0.0,201,462.947242
0.0,201,463.146732
0.0,201,463.362707
0.0,201,463.59394
0.0,201,463.787534
0.0,201,463.992536
0.0,201,464.188446
0.0,201,464.376013
0.0,201,464.593033
0.0,201,464.790065
0.0,201,464.980764
0.0,201,465.172357
0.0,201,465.377797
0.0,201,465.585195
0.0,201,465.784402
0.0,201,465.973085
0.0,201,466.160168
0.0,201,466.351496
0.0,201,466.538884
0.0,201,466.718806
0.0,201,466.909935
0.0,201,467.10769
0.0,201,467.285928
0.0,201,467.458588
0.0,201,467.667533
0.0,201,467.898528
0.0,201,468.082574
0.0,201,468.275188
0.0,201,468.484033
0.0,201,468.681815
0.0,201,468.896569
0.0,201,469.093239
0.0,201,469.290864
0.0,201,469.483667
0.0,201,469.675229
0.0,201,469.855607
0.0,201,470.079322
0.0,201,470.273652
100.0,2,470.275035
0.0,201,470.461999
0.0,201,470.66068
0.0,201,470.854369
0.0,201,471.043173
0.0,201,471.237932
0.0,201,471.414943
0.0,201,471.611751
0.0,201,471.809106
0.0,201,472.008501
0.0,201,472.22319
0.0,201,472.402754
0.0,201,472.594944
0.0,201,472.784332
0.0,201,472.965232
0.0,201,473.154333
0.0,201,473.357918
100.0,1,473.361095
0.0,201,473.54811
100.0,3,473.553453
0.0,201,473.742348
0.0,201,473.934011
0.0,201,474.119467
0.0,201,474.333686
0.0,201,474.541347
0.0,201,474.724931
0.0,201,474.922004
0.0,201,475.11477
0.0,201,475.305828
100.0,2,475.307482
0.0,201,475.505423
0.0,201,475.705359
0.0,201,475.89671
0.0,201,476.09204
0.0,201,476.295148
0.0,201,476.5091
0.0,201,476.712128
0.0,201,476.901875
0.0,201,477.123157
0.0,201,477.347359
0.0,201,477.572201
0.0,201,477.80768
0.0,201,478.013632
0.0,201,478.218608
0.0,201,478.438685
0.0,201,478.702779
0.0,201,478.906907
0.0,201,479.094684
0.0,201,479.276877
0.0,201,479.47291
0.0,201,479.663181
0.0,201,479.860329
0.0,201,480.035141
100.0,1,480.036186
0.0,201,480.237908
0.0,201,480.423672
0.0,201,480.622699
0.0,201,480.819143
0.0,201,481.027906
0.0,201,481.20129
0.0,201,481.396324
0.0,201,481.580619
0.0,201,481.761014
0.0,201,481.956695
0.0,201,482.155175
0.0,201,482.347752
0.0,201,482.550684
0.0,201,482.737293
0.0,201,482.928819
0.0,201,483.137925
0.0,201,483.353778
0.0,201,483.536839
0.0,201,483.724028
0.0,201,483.915728
0.0,201,484.112775
0.0,201,484.317782
0.0,201,484.515476
100.0,1,484.516601
0.0,201,484.714939
0.0,201,484.909294
0.0,201,485.104016
100.0,2,485.109022
0.0,201,485.320399
0.0,201,485.517806
0.0,201,485.703655
0.0,201,485.894497
100.0,8,485.907915
0.0,201,486.098477
0.0,201,486.294018
0.0,201,486.48
0.0,201,486.675983
0.0,201,486.862268
0.0,201,487.048939
0.0,201,487.242593
0.0,201,487.501731
0.0,201,487.687966
0.0,201,487.871329
0.0,201,488.074813
0.0,201,488.271235
0.0,201,488.472861
0.0,201,488.652447
0.0,201,488.842568
0.0,201,489.037699
0.0,201,489.214952
0.0,201,489.398582
0.0,201,489.604844
0.0,201,489.808259
0.0,201,489.9929
0.0,201,490.185059
0.0,201,490.379536
0.0,201,490.568224
0.0,201,490.75727
0.0,201,490.944333
0.0,201,491.140356
0.0,201,491.332644
0.0,201,491.522832
0.0,201,491.695725
0.0,201,491.907277
100.0,1,491.9108
0.0,201,492.1034
0.0,201,492.286323
100.0,2,492.29029
0.0,201,492.494385
0.0,201,492.692215
0.0,201,492.890264
100.0,1,492.894854
0.0,201,493.082092
0.0,201,493.255258
0.0,201,493.450172
0.0,201,493.636561
0.0,201,493.830112
0.0,201,494.039546
0.0,201,494.241176
100.0,1,494.244068
100.0,4,494.248033
0.0,201,494.414964
0.0,201,494.617416
0.0,201,494.808528
0.0,201,495.001978
0.0,201,495.197558
0.0,201,495.381005
0.0,201,495.583763
100.0,1,495.58868
0.0,201,495.780641
0.0,201,495.969216
0.0,201,496.172886
0.0,201,496.411295
0.0,201,496.61214
0.0,201,496.793924
0.0,201,496.988466
0.0,201,497.185562
0.0,201,497.366864
0.0,201,497.557247
0.0,201,497.772903
0.0,201,497.959658
0.0,201,498.140805
0.0,201,498.344462
0.0,201,498.549311
0.0,201,498.797991
0.0,201,499.01977
0.0,201,499.256172
0.0,201,499.472394
0.0,201,499.713091
100.0,1,499.714557
0.0,201,499.954636
100.0,2,499.959313
0.0,201,500.185301
100.0,4,500.189147
100.0,4,500.194672
0.0,201,500.390639
0.0,201,500.61773
0.0,201,500.833857
0.0,201,501.021842
0.0,201,501.211708
0.0,201,501.4019
0.0,201,501.595847
0.0,201,501.783954
0.0,201,501.975389
0.0,201,502.169655
0.0,201,502.369812
0.0,201,502.563865
0.0,201,502.797569
0.0,201,503.008461
0.0,201,503.200904
0.0,201,503.383692
0.0,201,503.571709
0.0,201,503.755044
0.0,201,503.947087
0.0,201,504.129547
0.0,201,504.319111
0.0,201,504.504037
0.0,201,504.691237
0.0,201,504.910817
0.0,201,505.139015
100.0,1,505.140413
0.0,201,505.322477
0.0,201,505.509159
0.0,201,505.701887
0.0,201,505.887555
0.0,201,506.105518
0.0,201,506.29502
0.0,201,506.482045
100.0,1,506.483391
0.0,201,506.685558
0.0,201,506.878502
0.0,201,507.093285
0.0,201,507.304987
0.0,201,507.498065
0.0,201,507.695837
0.0,201,507.905207
0.0,201,508.095822
0.0,201,508.275067
0.0,201,508.446802
100.0,1,508.448052
0.0,201,508.658494
0.0,201,508.851758
0.0,201,509.068949
0.0,201,509.331768
0.0,201,509.533649
100.0,2,509.537267
100.0,3,509.541541
0.0,201,509.739491
0.0,201,509.929578
0.0,201,510.12138
100.0,1,510.125673
0.0,201,510.320453
0.0,201,510.501628
0.0,201,510.691872
0.0,201,510.865907
0.0,201,511.065808
0.0,201,511.260566
0.0,201,511.47317
0.0,201,511.678176
100.0,1,511.679734
0.0,201,511.861691
0.0,201,512.047807
0.0,201,512.233363
0.0,201,512.429533
0.0,201,512.624003
100.0,4,512.628065
0.0,201,512.839613
0.0,201,513.03213
100.0,3,513.034298
0.0,201,513.24254
0.0,201,513.442373
0.0,201,513.647356
0.0,201,513.850682
0.0,201,514.060513
0.0,201,514.249848
0.0,201,514.43104
0.0,201,514.607771
0.0,201,514.790253
0.0,201,514.979746
0.0,201,515.186358
0.0,201,515.382856
0.0,201,515.571548
0.0,201,515.770253
0.0,201,515.97892
0.0,201,516.170055
0.0,201,516.35952
0.0,201,516.555004
0.0,201,516.742788
0.0,201,516.940365
0.0,201,517.138657
0.0,201,517.33362
0.0,201,517.509605
0.0,201,517.710186
0.0,201,517.894114
0.0,201,518.119189
0.0,201,518.304363
0.0,201,518.50262
0.0,201,518.693689
0.0,201,518.88474
0.0,201,519.068661
0.0,201,519.260716
0.0,201,519.477491
0.0,201,519.668838
0.0,201,519.868788
0.0,201,520.061842
0.0,201,520.280696
0.0,201,520.481076
0.0,201,520.679851
0.0,201,520.864053
0.0,201,521.049971
0.0,201,521.249633
0.0,201,521.432236
100.0,4,521.438236
0.0,201,521.635839
0.0,201,521.831302
0.0,201,522.032111
0.0,201,522.229201
0.0,201,522.455048
0.0,201,522.654958
0.0,201,522.864449
0.0,201,523.059374
0.0,201,523.266777
0.0,201,523.469791
0.0,201,523.671475
0.0,201,523.868899
0.0,201,524.047485
0.0,201,524.239941
0.0,201,524.45433
0.0,201,524.680104
0.0,201,524.868811
0.0,201,525.055704
0.0,201,525.251055
0.0,201,525.42811
0.0,201,525.629108
0.0,201,525.836379
0.0,201,526.025665
0.0,201,526.220824
0.0,201,526.412533
0.0,201,526.620261
0.0,201,526.836781
0.0,201,527.015871
100.0,1,527.017766
0.0,201,527.219295
0.0,201,527.426743
0.0,201,527.630439
0.0,201,527.821138
0.0,201,528.005872
0.0,201,528.192238
0.0,201,528.37406
0.0,201,528.564363
0.0,201,528.771095
0.0,201,528.967033
0.0,201,529.160763
0.0,201,529.360608
0.0,201,529.567429
0.0,201,529.780375
0.0,201,529.978975
0.0,201,530.182347
0.0,201,530.379721
0.0,201,530.591078
0.0,201,530.788527
0.0,201,530.980709
100.0,5,530.988374
0.0,201,531.209843
0.0,201,531.416953
0.0,201,531.606421
0.0,201,531.820427
0.0,201,532.020593
0.0,201,532.210625
0.0,201,532.420485
0.0,201,532.62605
0.0,201,532.817503
0.0,201,533.006298
0.0,201,533.197093
0.0,201,533.398737
0.0,201,533.596233
0.0,201,533.78779
0.0,201,533.984006
0.0,201,534.184569
0.0,201,534.363163
0.0,201,534.550253
0.0,201,534.744905
0.0,201,534.935802
0.0,201,535.122824
0.0,201,535.316663
0.0,201,535.546725
100.0,1,535.550616
0.0,201,535.74017
0.0,201,535.930888
0.0,201,536.121763
0.0,201,536.322253
100.0,2,536.323547
0.0,201,536.515916
0.0,201,536.700978
0.0,201,536.878311
0.0,201,537.07243
0.0,201,537.280048
0.0,201,537.475316
0.0,201,537.696832
0.0,201,537.890292
0.0,201,538.1014
0.0,201,538.293646
0.0,201,538.487973
0.0,201,538.687773
0.0,201,538.885861
0.0,201,539.086749
0.0,201,539.261012
0.0,201,539.456035
0.0,201,539.640804
0.0,201,539.847867
0.0,201,540.060457
0.0,201,540.250473
0.0,201,540.447134
0.0,201,540.645303
0.0,201,540.85464
0.0,201,541.034058
0.0,201,541.232947
100.0,1,541.236415
100.0,2,541.237637
0.0,201,541.43488
0.0,201,541.636721
0.0,201,541.831008
0.0,201,542.046587
0.0,201,542.268173
0.0,201,542.461497
0.0,201,542.665595
0.0,201,542.853965
0.0,201,543.044904
0.0,201,543.238816
0.0,201,543.429891
100.0,1,543.430998
0.0,201,543.658363
0.0,201,543.866564
0.0,201,544.044772
0.0,201,544.291665
0.0,201,544.498818
0.0,201,544.707736
100.0,1,544.709257
0.0,201,544.909984
0.0,201,545.107893
0.0,201,545.301617
0.0,201,545.491624
0.0,201,545.700029
0.0,201,545.894076
0.0,201,546.086823
0.0,201,546.292588
0.0,201,546.506382
0.0,201,546.701837
0.0,201,546.911979
0.0,201,547.101912
0.0,201,547.310447
0.0,201,547.505538
0.0,201,547.712482
0.0,201,547.894528
0.0,201,548.081635
0.0,201,548.284045
0.0,201,548.481351
0.0,201,548.690404
0.0,201,548.887554
0.0,201,549.075946
0.0,201,549.249214
0.0,201,549.442244
0.0,201,549.64781
0.0,201,549.837518
0.0,201,550.02592
0.0,201,550.28177
0.0,201,550.504032
100.0,3,550.508889
0.0,201,550.750131
0.0,201,550.99179
0.0,201,551.186829
0.0,201,551.38453
0.0,201,551.583796
0.0,201,551.783211
0.0,201,551.984126
0.0,201,552.184451
0.0,201,552.410171
0.0,201,552.622754
0.0,201,552.82799
0.0,201,553.039796
0.0,201,553.230798
0.0,201,553.414203
0.0,201,553.600342
0.0,201,553.787129
0.0,201,553.98458
0.0,201,554.190603
0.0,201,554.396394
0.0,201,554.594604
0.0,201,554.795668
0.0,201,554.991258
0.0,201,555.205291
0.0,201,555.399694
0.0,201,555.592817
0.0,201,555.785947
0.0,201,555.97726
0.0,201,556.17229
0.0,201,556.366753
100.0,17,556.382383
0.0,201,556.584033
0.0,201,556.76538
0.0,201,556.952344
0.0,201,557.157695
0.0,201,557.376055
0.0,201,557.570481
0.0,201,557.775564
0.0,201,557.97694
0.0,201,558.171309
0.0,201,558.368361
0.0,201,558.565611
0.0,201,558.774163
0.0,201,558.960895
0.0,201,559.155485
0.0,201,559.345143
0.0,201,559.582419
0.0,201,559.786601
0.0,201,559.973115
0.0,201,560.175247
0.0,201,560.359521
0.0,201,560.547989
0.0,201,560.757017
0.0,201,560.94636
0.0,201,561.247938
0.0,201,561.469188
0.0,201,561.68771
0.0,201,561.904971
0.0,201,562.110784
0.0,201,562.319546
0.0,201,562.504646
100.0,1,562.505706
0.0,201,562.706954
0.0,201,562.908071
0.0,201,563.101547
0.0,201,563.290868
0.0,201,563.481169
0.0,201,563.667065
0.0,201,563.877612
100.0,7,563.88651
0.0,201,564.105116
0.0,201,564.304551
0.0,201,564.497437
0.0,201,564.69899
0.0,201,564.898272
0.0,201,565.095245
0.0,201,565.296687
0.0,201,565.485203
0.0,201,565.682078
0.0,201,565.877844
0.0,201,566.082233
0.0,201,566.294184
0.0,201,566.494625
0.0,201,566.698586
0.0,201,566.895821
100.0,2,566.900179
0.0,201,567.09869
0.0,201,567.302004
0.0,201,567.503808
0.0,201,567.692432
0.0,201,567.872198
0.0,201,568.063332
0.0,201,568.284788
0.0,201,568.478314
0.0,201,568.671356
0.0,201,568.874926
0.0,201,569.081601
0.0,201,569.277752
0.0,201,569.489692
0.0,201,569.679285
0.0,201,569.868505
0.0,201,570.101357
0.0,201,570.309622
0.0,201,570.526142
0.0,201,570.734684
0.0,201,570.944448
0.0,201,571.144022
0.0,201,571.35121
0.0,201,571.531898
0.0,201,571.720381
0.0,201,571.918123
0.0,201,572.109389
0.0,201,572.323518
0.0,201,572.515943
0.0,201,572.729055
0.0,201,572.925926
0.0,201,573.13077
0.0,201,573.322631
0.0,201,573.508906
0.0,201,573.705071
0.0,201,573.907932
0.0,201,574.093756
0.0,201,574.292206
0.0,201,574.478036
0.0,201,574.679291
0.0,201,574.891961
0.0,201,575.09614
0.0,201,575.289456
0.0,201,575.485304
0.0,201,575.686291
0.0,201,575.871308
0.0,201,576.062551
0.0,201,576.266692
0.0,201,576.467774
0.0,201,576.6655
0.0,201,576.857494
0.0,201,577.080632
0.0,201,577.299645
0.0,201,577.499889
0.0,201,577.689951
0.0,201,577.891818
0.0,201,578.084089
0.0,201,578.275902
100.0,2,578.280097
0.0,201,578.465445
0.0,201,578.65936
100.0,2,578.664136
0.0,201,578.858272
0.0,201,579.063039
0.0,201,579.287709
0.0,201,579.492793
100.0,2,579.494928
0.0,201,579.69623
0.0,201,579.901129
0.0,201,580.08757
0.0,201,580.281534
0.0,201,580.478003
0.0,201,580.667796
0.0,201,580.867521
0.0,201,581.068727
0.0,201,581.258897
0.0,201,581.488644
0.0,201,581.677008
0.0,201,581.873698
0.0,201,582.069162
0.0,201,582.275776
0.0,201,582.466157
0.0,201,582.658212
0.0,201,582.85795
0.0,201,583.055315
100.0,1,583.05668
0.0,201,583.24489
0.0,201,583.443812
0.0,201,583.656756
0.0,201,583.843879
0.0,201,584.045374
0.0,201,584.240218
100.0,4,584.244713
0.0,201,584.429564
0.0,201,584.635365
0.0,201,584.825779
0.0,201,585.030992
0.0,201,585.233078
0.0,201,585.430622
100.0,1,585.432221
0.0,201,585.627035
0.0,201,585.84143
0.0,201,586.028402
0.0,201,586.21626
0.0,201,586.415121
0.0,201,586.61078
0.0,201,586.81097
0.0,201,586.997229
0.0,201,587.204794
0.0,201,587.395356
0.0,201,587.604604
0.0,201,587.802308
0.0,201,588.024685
0.0,201,588.228954
0.0,201,588.442286
0.0,201,588.645559
0.0,201,588.843067
0.0,201,589.048092
0.0,201,589.244679
0.0,201,589.441507
0.0,201,589.651069
0.0,201,589.856153
0.0,201,590.058448
0.0,201,590.277505
0.0,201,590.469316
0.0,201,590.678642
0.0,201,590.86146
0.0,201,591.055729
0.0,201,591.247377
100.0,2,591.250621
0.0,201,591.443362
0.0,201,591.641396
0.0,201,591.842453
0.0,201,592.06422
0.0,201,592.248759
0.0,201,592.450433
100.0,2,592.453951
0.0,201,592.649411
0.0,201,592.842462
0.0,201,593.041005
0.0,201,593.234542
0.0,201,593.427935
0.0,201,593.617338
0.0,201,593.814829
0.0,201,594.00186
0.0,201,594.189576
0.0,201,594.382468
0.0,201,594.613044
0.0,201,594.811547
0.0,201,594.998005
0.0,201,595.195028
0.0,201,595.393502
0.0,201,595.594858
0.0,201,595.80381
0.0,201,596.003582
0.0,201,596.200895
0.0,201,596.389843
0.0,201,596.586156
100.0,2,596.589638
0.0,201,596.819893
0.0,201,597.022843
0.0,201,597.211586
0.0,201,597.407706
0.0,201,597.612117
0.0,201,597.804453
0.0,201,598.004642
0.0,201,598.201774
0.0,201,598.40806
0.0,201,598.599781
0.0,201,598.801659
0.0,201,599.013368
0.0,201,599.217119
0.0,201,599.42225
100.0,1,599.423594
0.0,201,599.631042
0.0,201,599.844084
0.0,201,600.043897
0.0,201,600.233408
0.0,201,600.430992
0.0,201,600.621624
0.0,201,600.816555
100.0,2,600.820452
0.0,201,601.022769
0.0,201,601.233133
0.0,201,601.427394
0.0,201,601.625894
0.0,201,601.815051
0.0,201,602.034641
0.0,201,602.234418
0.0,201,602.442176
0.0,201,602.631636
100.0,2,602.633499
0.0,201,602.837106
0.0,201,603.024292
0.0,201,603.239931
0.0,201,603.439918
0.0,201,603.633467
0.0,201,603.826156
0.0,201,604.044703
0.0,201,604.239306
100.0,1,604.242857
0.0,201,604.42955
0.0,201,604.63139
0.0,201,604.825699
0.0,201,605.016438
0.0,201,605.199903
0.0,201,605.409076
0.0,201,605.611218
0.0,201,605.802679
0.0,201,605.993934
0.0,201,606.194009
0.0,201,606.386345
0.0,201,606.625197
0.0,201,606.819383
0.0,201,607.034964
0.0,201,607.21809
0.0,201,607.426701
0.0,201,607.652323
0.0,201,607.840769
0.0,201,608.045128
0.0,201,608.263001
0.0,201,608.450641
0.0,201,608.653568
0.0,201,608.856173
0.0,201,609.053931
0.0,201,609.242505
0.0,201,609.442614
0.0,201,609.650038
0.0,201,609.873199
100.0,4,609.878995
0.0,201,610.088225
0.0,201,610.294142
0.0,201,610.48482
0.0,201,610.687019
0.0,201,610.893709
0.0,201,611.090734
0.0,201,611.291469
0.0,201,611.481138
0.0,201,611.671841
0.0,201,611.861037
0.0,201,612.097193
0.0,201,612.304398
0.0,201,612.496232
0.0,201,612.695018
0.0,201,612.887864
0.0,201,613.090189
0.0,201,613.2797
0.0,201,613.481861
0.0,201,613.670764
0.0,201,613.872597
0.0,201,614.074582
0.0,201,614.285342
0.0,201,614.487511
0.0,201,614.682238
100.0,9,614.689707
0.0,201,614.881134
100.0,1,614.881785
0.0,201,615.080747
0.0,201,615.275405
100.0,1,615.276306
100.0,1,615.27719
0.0,201,615.469717
0.0,201,615.681179
0.0,201,615.905013
0.0,201,616.108784
0.0,201,616.334711
0.0,201,616.546969
0.0,201,616.746923
0.0,201,616.933807
0.0,201,617.165966
0.0,201,617.367031
0.0,201,617.565924
0.0,201,617.763129
0.0,201,617.962817
0.0,201,618.157229
0.0,201,618.342364
0.0,201,618.576306
0.0,201,618.771362
0.0,201,618.965698
0.0,201,619.161113
0.0,201,619.34735
0.0,201,619.546346
0.0,201,619.742004
0.0,201,619.935974
0.0,201,620.13647
0.0,201,620.338603
0.0,201,620.530878
0.0,201,620.755814
0.0,201,620.974518
0.0,201,621.166001
0.0,201,621.361188
0.0,201,621.556416
0.0,201,621.754046
0.0,201,621.968595
0.0,201,622.175203
0.0,201,622.366133
0.0,201,622.568578
100.0,2,622.574643
0.0,201,622.77415
0.0,201,623.006574
0.0,201,623.210783
0.0,201,623.394864
0.0,201,623.590552
0.0,201,623.781241
0.0,201,623.96492
0.0,201,624.158351
0.0,201,624.357969
0.0,201,624.563844
0.0,201,624.769912
0.0,201,624.972415
0.0,201,625.19922
0.0,201,625.43144
0.0,201,625.648635
0.0,201,625.843676
0.0,201,626.046636
0.0,201,626.247255
100.0,2,626.250585
0.0,201,626.445573
0.0,201,626.638868
0.0,201,626.855638
0.0,201,627.07653
0.0,201,627.312459
0.0,201,627.506821
0.0,201,627.708648
0.0,201,627.901558
0.0,201,628.098122
0.0,201,628.291617
0.0,201,628.484991
0.0,201,628.687438
0.0,201,628.887691
0.0,201,629.084986
0.0,201,629.284404
100.0,1,629.285455
0.0,201,629.495942
0.0,201,629.70023
0.0,201,629.926438
0.0,201,630.145291
100.0,5,630.150124
0.0,201,630.385559
0.0,201,630.665759
0.0,201,631.000814
0.0,201,631.262428
0.0,201,631.625826
0.0,201,631.981058
0.0,201,632.23314
0.0,201,632.494386
0.0,201,632.734102
0.0,201,633.025908
0.0,201,633.292737
0.0,201,633.631675
0.0,201,633.950235
0.0,201,634.143671
0.0,201,634.325707
100.0,1,634.326661
0.0,201,634.519216
0.0,201,634.713997
0.0,201,634.979053
0.0,201,635.235104
0.0,201,635.670177
0.0,201,635.951635
0.0,201,636.244057
0.0,201,636.492897
0.0,201,636.727557
0.0,201,636.94959
0.0,201,637.152539
0.0,201,637.360028
100.0,4,637.363811
0.0,201,637.554942
0.0,201,637.776442
0.0,201,637.98566
0.0,201,638.18502
100.0,1,638.186264
0.0,201,638.419468
0.0,201,638.611486
0.0,201,638.806008
0.0,201,639.012567
0.0,201,639.207085
100.0,2,639.209172
0.0,201,639.423618
0.0,201,639.638901
0.0,201,639.837062
0.0,201,640.036812
0.0,201,640.238062
0.0,201,640.446726
0.0,201,640.689587
100.0,11,640.701827
0.0,201,640.897387
0.0,201,641.09731
0.0,201,641.295078
0.0,201,641.505451
0.0,201,641.708173
0.0,201,641.881671
0.0,201,642.081594
0.0,201,642.279011
0.0,201,642.477878
0.0,201,642.695956
0.0,201,642.908504
0.0,201,643.104945
0.0,201,643.297138
0.0,201,643.50073
0.0,201,643.715382
0.0,201,643.910759
100.0,2,643.912112
0.0,201,644.132142
0.0,201,644.331669
0.0,201,644.527928
0.0,201,644.73371
0.0,201,644.96917
100.0,1,644.972065
0.0,201,645.164392
100.0,4,645.168901
100.0,1,645.170417
0.0,201,645.361451
0.0,201,645.56897
0.0,201,645.76825
0.0,201,645.97636
0.0,201,646.173224
0.0,201,646.370971
0.0,201,646.563498
0.0,201,646.77195
0.0,201,646.971466
0.0,201,647.18648
0.0,201,647.370449
100.0,1,647.371309
0.0,201,647.582191
0.0,201,647.781926
0.0,201,647.978705
0.0,201,648.178519
0.0,201,648.385654
0.0,201,648.590707
0.0,201,648.784009
0.0,201,648.973476
0.0,201,649.200385
0.0,201,649.410566
0.0,201,649.619527
0.0,201,649.824765
0.0,201,650.020525
0.0,201,650.222288
0.0,201,650.416702
0.0,201,650.62726
0.0,201,650.839332
0.0,201,651.032807
0.0,201,651.217253
0.0,201,651.425104
0.0,201,651.646446
0.0,201,651.853909
0.0,201,652.04876
100.0,5,652.05327
0.0,201,652.249321
0.0,201,652.457846
0.0,201,652.655622
0.0,201,652.857991
0.0,201,653.058807
0.0,201,653.266598
0.0,201,653.470557
0.0,201,653.701314
0.0,201,653.906271
0.0,201,654.109487
0.0,201,654.323235
0.0,201,654.51647
0.0,201,654.721366
100.0,2,654.724647
0.0,201,654.917692
0.0,201,655.106543
0.0,201,655.311321
0.0,201,655.515854
0.0,201,655.738503
0.0,201,655.961059
0.0,201,656.148524
100.0,21,656.173645
0.0,201,656.374286
100.0,6,656.380988
0.0,201,656.582303
0.0,201,656.78601
0.0,201,656.995943
0.0,201,657.196971
0.0,201,657.397174
0.0,201,657.603887
100.0,5,657.613224
0.0,201,657.802703
0.0,201,658.054906
0.0,201,658.259113
0.0,201,658.453411
100.0,4,658.459016
0.0,201,658.662524
0.0,201,658.86744
0.0,201,659.119344
0.0,201,659.339401
0.0,201,659.544375
0.0,201,659.755696
0.0,201,659.974393
0.0,201,660.206771
0.0,201,660.410073
0.0,201,660.619628
0.0,201,660.842221
100.0,1,660.843115
0.0,201,661.046857
0.0,201,661.23701
0.0,201,661.441811
0.0,201,661.640168
0.0,201,661.840372
0.0,201,662.047928
0.0,201,662.241444
100.0,3,662.245475
0.0,201,662.463882
0.0,201,662.656814
0.0,201,662.856742
0.0,201,663.059184
0.0,201,663.262071
0.0,201,663.459081
0.0,201,663.66352
0.0,201,663.866001
0.0,201,664.071678
100.0,1,664.073577
0.0,201,664.312363
0.0,201,664.540394
100.0,1,664.541399
0.0,201,664.739618
100.0,2,664.743469
0.0,201,664.937294
0.0,201,665.145597
0.0,201,665.346911
100.0,3,665.348184
100.0,1,665.351303
0.0,201,665.546329
0.0,201,665.737787
0.0,201,665.939128
0.0,201,666.126727
0.0,201,666.350281
0.0,201,666.562613
0.0,201,666.807026
0.0,201,667.006658
0.0,201,667.193775
0.0,201,667.38375
0.0,201,667.57944
0.0,201,667.78738
0.0,201,667.995346
0.0,201,668.194276
0.0,201,668.401369
0.0,201,668.603275
0.0,201,668.807558
0.0,201,669.026265
100.0,8,669.033772
0.0,201,669.229437
0.0,201,669.428679
0.0,201,669.637111
0.0,201,669.833039
0.0,201,670.026055
0.0,201,670.223389
0.0,201,670.431861
100.0,1,670.432947
0.0,201,670.641718
0.0,201,670.84281
0.0,201,671.052931
100.0,21,671.078119
0.0,201,671.294223
0.0,201,671.487932
0.0,201,671.686494
0.0,201,671.882328
0.0,201,672.076743
0.0,201,672.269938
0.0,201,672.468926
100.0,4,672.479442
0.0,201,672.658614
0.0,201,672.858382
0.0,201,673.064681
0.0,201,673.280246
0.0,201,673.47269
0.0,201,673.66101
0.0,201,673.869921
0.0,201,674.064611
0.0,201,674.266441
0.0,201,674.47161
0.0,201,674.681996
0.0,201,674.883867
0.0,201,675.082726
100.0,1,675.083899
0.0,201,675.285953
0.0,201,675.507721
0.0,201,675.696869
0.0,201,675.889389
0.0,201,676.087962
0.0,201,676.281587
0.0,201,676.49529
0.0,201,676.695001
0.0,201,676.893519
0.0,201,677.084854
0.0,201,677.278073
0.0,201,677.489806
0.0,201,677.723345
0.0,201,677.923629
0.0,201,678.12123
0.0,201,678.320494
0.0,201,678.520102
0.0,201,678.723747
0.0,201,678.937346
0.0,201,679.126549
0.0,201,679.313397
100.0,1,679.314483
0.0,201,679.548337
0.0,201,679.751864
0.0,201,679.974443
0.0,201,680.178434
0.0,201,680.379515
0.0,201,680.584738
0.0,201,680.782308
0.0,201,680.998613
0.0,201,681.18488
0.0,201,681.377208
100.0,1,681.381145
0.0,201,681.575336
0.0,201,681.771827
0.0,201,681.994383
0.0,201,682.204088
100.0,1,682.205432
0.0,201,682.395897
100.0,3,682.400373
0.0,201,682.605788
0.0,201,682.810262
0.0,201,683.002771
0.0,201,683.198749
0.0,201,683.385579
0.0,201,683.587301
0.0,201,683.793503
100.0,1,683.795099
0.0,201,683.982518
0.0,201,684.209396
0.0,201,684.417866
100.0,2,684.419145
0.0,201,684.617642
0.0,201,684.832707
0.0,201,685.036812
100.0,1,685.037885
0.0,201,685.244426
0.0,201,685.443179
0.0,201,685.651056
0.0,201,685.868482
0.0,201,686.072268
0.0,201,686.280221
0.0,201,686.489707
100.0,1,686.490602
0.0,201,686.688601
0.0,201,686.886819
0.0,201,687.093837
100.0,1,687.094779
0.0,201,687.291145
0.0,201,687.48516
0.0,201,687.681411
0.0,201,687.879604
0.0,201,688.091397
0.0,201,688.293647
0.0,201,688.50977
0.0,201,688.728317
0.0,201,688.937704
0.0,201,689.144904
0.0,201,689.345196
0.0,201,689.551429
100.0,1,689.552827
0.0,201,689.769186
100.0,1,689.770913
0.0,201,689.972742
0.0,201,690.162216
0.0,201,690.352691
0.0,201,690.560776
0.0,201,690.79734
0.0,201,691.009902
0.0,201,691.216079
0.0,201,691.419381
