#{"t_start": 1708424537.4409866, "env_id": "None"}
r,l,t
0.0,201,1127.209783
0.0,201,1127.416452
100.0,2,1127.419751
0.0,201,1127.636038
0.0,201,1127.832183
0.0,201,1128.038323
0.0,201,1128.243729
100.0,2,1128.245961
0.0,201,1128.457772
100.0,2,1128.459302
0.0,201,1128.65728
100.0,3,1128.661635
0.0,201,1128.861739
0.0,201,1129.06933
100.0,2,1129.070865
0.0,201,1129.276405
0.0,201,1129.489984
0.0,201,1129.731966
100.0,4,1129.737586
0.0,201,1129.948273
0.0,201,1130.15501
0.0,201,1130.366007
0.0,201,1130.59291
0.0,201,1130.788599
0.0,201,1130.98277
100.0,1,1130.986285
100.0,1,1130.987396
100.0,1,1130.988273
100.0,4,1130.99312
0.0,201,1131.193316
100.0,3,1131.19785
0.0,201,1131.426029
0.0,201,1131.632645
0.0,201,1131.866642
100.0,5,1131.873442
0.0,201,1132.0801
100.0,4,1132.085553
0.0,201,1132.286616
0.0,201,1132.498831
0.0,201,1132.693037
0.0,201,1132.889118
0.0,201,1133.108083
0.0,201,1133.318758
100.0,2,1133.320216
100.0,4,1133.325032
0.0,201,1133.539675
100.0,1,1133.540951
0.0,201,1133.748727
0.0,201,1133.956884
0.0,201,1134.205212
0.0,201,1134.412619
100.0,1,1134.414645
100.0,1,1134.415697
0.0,201,1134.61397
100.0,1,1134.615095
0.0,201,1134.815448
100.0,4,1134.819678
0.0,201,1135.027207
0.0,201,1135.244344
0.0,201,1135.463454
100.0,3,1135.467929
100.0,1,1135.469212
0.0,201,1135.685519
0.0,201,1135.887509
0.0,201,1136.101134
0.0,201,1136.337941
0.0,201,1136.547724
0.0,201,1136.744299
100.0,3,1136.748303
0.0,201,1136.983574
0.0,201,1137.202738
0.0,201,1137.402544
0.0,201,1137.624068
0.0,201,1137.824651
100.0,5,1137.831131
100.0,1,1137.832209
100.0,5,1137.836087
0.0,201,1138.044415
0.0,201,1138.254593
0.0,201,1138.479031
0.0,201,1138.683119
100.0,4,1138.687375
0.0,201,1138.890306
0.0,201,1139.089678
0.0,201,1139.301703
0.0,201,1139.508613
0.0,201,1139.852757
100.0,6,1139.863429
0.0,201,1140.126234
0.0,201,1140.390517
100.0,3,1140.396026
0.0,201,1140.699551
0.0,201,1141.023295
0.0,201,1141.287124
0.0,201,1141.482567
0.0,201,1141.700126
100.0,6,1141.708445
100.0,5,1141.714822
0.0,201,1141.948108
100.0,1,1141.952051
0.0,201,1142.158954
0.0,201,1142.388729
100.0,1,1142.389722
0.0,201,1142.590788
0.0,201,1142.818752
100.0,5,1142.830304
0.0,201,1143.036305
0.0,201,1143.240861
0.0,201,1143.43332
0.0,201,1143.664184
0.0,201,1143.880984
100.0,1,1143.884758
100.0,4,1143.89042
0.0,201,1144.09174
0.0,201,1144.309429
0.0,201,1144.514861
100.0,7,1144.524206
100.0,3,1144.529223
0.0,201,1144.742071
0.0,201,1144.960642
100.0,4,1144.966083
100.0,2,1144.971208
0.0,201,1145.168535
0.0,201,1145.37532
100.0,5,1145.383496
100.0,2,1145.385257
100.0,3,1145.389384
0.0,201,1145.598852
0.0,201,1145.793852
100.0,1,1145.797729
0.0,201,1146.0176
0.0,201,1146.205429
0.0,201,1146.401354
0.0,201,1146.613979
0.0,201,1146.812262
100.0,5,1146.817284
0.0,201,1147.016255
0.0,201,1147.240756
100.0,2,1147.242086
100.0,2,1147.245339
0.0,201,1147.457726
0.0,201,1147.697827
0.0,201,1147.902861
0.0,201,1148.135204
0.0,201,1148.340568
100.0,1,1148.342045
0.0,201,1148.563907
0.0,201,1148.798302
100.0,4,1148.803335
100.0,1,1148.804866
0.0,201,1149.053553
0.0,201,1149.312445
100.0,2,1149.317979
0.0,201,1149.590338
0.0,201,1149.843063
0.0,201,1150.100567
0.0,201,1150.318943
100.0,1,1150.320408
0.0,201,1150.54272
0.0,201,1150.768761
100.0,1,1150.770328
0.0,201,1150.987918
0.0,201,1151.205122
0.0,201,1151.411878
100.0,1,1151.413189
0.0,201,1151.658144
100.0,2,1151.662259
0.0,201,1151.859631
0.0,201,1152.058187
0.0,201,1152.261804
0.0,201,1152.471179
0.0,201,1152.667671
0.0,201,1152.876297
0.0,201,1153.108076
0.0,201,1153.304989
0.0,201,1153.520455
0.0,201,1153.737029
0.0,201,1153.955904
0.0,201,1154.168557
0.0,201,1154.353742
0.0,201,1154.570133
0.0,201,1155.008172
0.0,201,1155.367094
100.0,1,1155.368431
0.0,201,1155.650602
100.0,5,1155.658035
100.0,4,1155.663228
0.0,201,1155.908082
0.0,201,1156.141386
0.0,201,1156.387218
0.0,201,1156.61498
0.0,201,1156.837753
0.0,201,1157.06354
0.0,201,1157.276266
0.0,201,1157.506566
100.0,1,1157.510435
0.0,201,1157.786067
0.0,201,1158.074937
0.0,201,1158.344766
0.0,201,1158.609919
0.0,201,1158.859492
0.0,201,1159.068539
100.0,1,1159.069489
0.0,201,1159.347559
100.0,1,1159.349049
0.0,201,1159.630018
0.0,201,1159.853122
0.0,201,1160.073951
100.0,3,1160.075682
0.0,201,1160.331942
0.0,201,1160.701582
100.0,5,1160.709903
0.0,201,1161.07458
0.0,201,1161.292749
0.0,201,1161.545376
0.0,201,1161.884771
100.0,6,1161.89462
0.0,201,1162.163386
100.0,1,1162.164744
100.0,3,1162.172004
100.0,4,1162.17926
0.0,201,1162.448043
0.0,201,1162.721041
0.0,201,1162.958521
0.0,201,1163.198173
0.0,201,1163.474516
0.0,201,1163.702585
0.0,201,1163.922764
100.0,3,1163.924825
0.0,201,1164.135781
0.0,201,1164.357553
0.0,201,1164.597026
0.0,201,1164.858982
0.0,201,1165.113488
0.0,201,1165.38765
100.0,1,1165.389582
0.0,201,1165.695435
0.0,201,1165.987944
0.0,201,1166.263239
100.0,2,1166.264955
100.0,2,1166.268457
0.0,201,1166.521336
0.0,201,1166.759626
0.0,201,1167.085567
100.0,8,1167.100726
0.0,201,1167.313025
0.0,201,1167.523769
0.0,201,1167.736073
0.0,201,1167.944417
0.0,201,1168.151533
100.0,1,1168.152564
0.0,201,1168.358574
0.0,201,1168.568879
100.0,8,1168.577775
0.0,201,1168.813785
0.0,201,1169.045633
0.0,201,1169.272214
100.0,4,1169.277579
0.0,201,1169.507883
0.0,201,1169.72598
0.0,201,1169.92605
0.0,201,1170.130742
0.0,201,1170.34461
0.0,201,1170.547958
0.0,201,1170.769085
0.0,201,1170.967821
0.0,201,1171.180494
0.0,201,1171.413075
100.0,6,1171.419478
0.0,201,1171.65778
100.0,5,1171.662285
0.0,201,1171.886763
0.0,201,1172.093761
0.0,201,1172.303652
0.0,201,1172.497148
100.0,4,1172.508202
100.0,17,1172.523234
0.0,201,1172.736927
0.0,201,1172.988607
100.0,3,1172.990492
0.0,201,1173.216385
100.0,3,1173.220656
0.0,201,1173.458741
0.0,201,1173.75728
0.0,201,1174.044249
0.0,201,1174.313401
0.0,201,1174.517762
100.0,8,1174.527756
0.0,201,1174.821146
0.0,201,1175.097631
100.0,3,1175.10367
0.0,201,1175.484272
100.0,4,1175.491278
0.0,201,1175.885826
0.0,201,1176.134799
100.0,3,1176.136768
0.0,201,1176.354816
0.0,201,1176.569004
0.0,201,1176.76726
0.0,201,1177.022022
0.0,201,1177.240065
0.0,201,1177.458018
0.0,201,1177.815382
0.0,201,1178.163424
100.0,1,1178.168716
100.0,32,1178.21457
0.0,201,1178.487234
100.0,7,1178.499493
0.0,201,1178.768052
0.0,201,1178.979154
0.0,201,1179.20051
0.0,201,1179.405602
0.0,201,1179.611681
0.0,201,1179.807374
100.0,3,1179.811291
100.0,5,1179.816093
0.0,201,1180.03183
0.0,201,1180.244953
0.0,201,1180.458968
0.0,201,1180.688554
0.0,201,1180.894427
0.0,201,1181.151781
0.0,201,1181.372763
0.0,201,1181.667356
0.0,201,1181.973483
100.0,6,1181.985746
100.0,2,1181.988223
0.0,201,1182.306594
0.0,201,1182.617258
0.0,201,1182.90893
100.0,5,1182.917042
0.0,201,1183.204003
0.0,201,1183.420598
100.0,2,1183.422008
0.0,201,1183.615906
0.0,201,1183.835798
0.0,201,1184.072044
100.0,3,1184.075843
0.0,201,1184.281894
0.0,201,1184.522781
100.0,1,1184.526967
0.0,201,1184.75582
100.0,2,1184.757826
0.0,201,1184.969057
0.0,201,1185.189116
0.0,201,1185.392694
100.0,2,1185.396077
0.0,201,1185.604021
0.0,201,1185.814671
100.0,6,1185.823785
0.0,201,1186.01666
100.0,1,1186.018491
0.0,201,1186.226274
0.0,201,1186.426946
0.0,201,1186.64954
0.0,201,1186.880857
0.0,201,1187.088981
0.0,201,1187.291348
0.0,201,1187.511574
100.0,4,1187.521054
0.0,201,1187.731012
0.0,201,1187.930166
0.0,201,1188.135622
0.0,201,1188.341518
0.0,201,1188.561675
100.0,3,1188.56628
100.0,1,1188.567565
0.0,201,1188.771014
0.0,201,1189.008192
0.0,201,1189.217882
0.0,201,1189.460792
100.0,1,1189.462181
0.0,201,1189.679528
0.0,201,1189.897599
0.0,201,1190.102855
100.0,13,1190.115344
0.0,201,1190.324648
0.0,201,1190.542602
100.0,1,1190.54366
100.0,49,1190.590067
0.0,201,1190.821482
0.0,201,1191.045153
0.0,201,1191.245051
0.0,201,1191.447078
100.0,1,1191.450953
0.0,201,1191.701216
100.0,1,1191.702168
0.0,201,1191.904552
100.0,1,1191.908039
0.0,201,1192.114199
0.0,201,1192.327342
0.0,201,1192.551136
0.0,201,1192.775698
100.0,1,1192.777179
0.0,201,1192.986102
0.0,201,1193.205749
0.0,201,1193.423263
0.0,201,1193.649007
100.0,4,1193.653995
0.0,201,1193.893924
100.0,3,1193.89742
0.0,201,1194.088842
100.0,5,1194.094448
100.0,3,1194.098109
0.0,201,1194.303962
0.0,201,1194.528399
100.0,3,1194.531061
0.0,201,1194.754251
0.0,201,1194.965953
0.0,201,1195.187106
0.0,201,1195.427884
100.0,4,1195.431809
0.0,201,1195.660071
0.0,201,1195.872136
0.0,201,1196.072681
0.0,201,1196.263752
0.0,201,1196.485482
0.0,201,1196.698363
0.0,201,1196.908452
0.0,201,1197.129838
0.0,201,1197.347581
0.0,201,1197.563508
0.0,201,1197.784488
0.0,201,1197.984179
0.0,201,1198.201292
0.0,201,1198.408293
0.0,201,1198.617066
0.0,201,1198.822063
0.0,201,1199.037431
0.0,201,1199.25096
0.0,201,1199.474105
0.0,201,1199.701966
0.0,201,1199.94603
100.0,2,1199.947679
0.0,201,1200.177573
0.0,201,1200.400852
0.0,201,1200.608972
100.0,3,1200.612765
100.0,3,1200.614864
0.0,201,1200.830405
0.0,201,1201.030806
0.0,201,1201.239644
100.0,1,1201.241306
100.0,2,1201.244502
0.0,201,1201.464159
0.0,201,1201.692685
0.0,201,1201.931465
0.0,201,1202.153586
0.0,201,1202.359285
0.0,201,1202.57966
0.0,201,1202.790305
0.0,201,1202.999274
100.0,1,1203.000312
0.0,201,1203.204291
100.0,1,1203.207999
0.0,201,1203.411981
0.0,201,1203.62235
100.0,1,1203.623743
0.0,201,1203.827559
0.0,201,1204.039701
0.0,201,1204.30619
0.0,201,1204.518853
0.0,201,1204.721671
100.0,1,1204.722986
0.0,201,1204.92448
0.0,201,1205.105847
0.0,201,1205.33419
0.0,201,1205.566608
0.0,201,1205.763454
0.0,201,1205.981263
0.0,201,1206.198467
0.0,201,1206.422348
0.0,201,1206.652127
100.0,1,1206.653771
100.0,120,1206.775572
0.0,201,1206.978728
0.0,201,1207.185221
0.0,201,1207.384671
0.0,201,1207.58586
0.0,201,1207.788735
100.0,3,1207.790287
0.0,201,1207.99504
0.0,201,1208.204037
0.0,201,1208.410877
100.0,1,1208.412176
0.0,201,1208.645239
0.0,201,1208.854186
0.0,201,1209.070963
0.0,201,1209.292805
0.0,201,1209.50069
0.0,201,1209.723368
0.0,201,1209.935505
0.0,201,1210.145619
0.0,201,1210.360407
0.0,201,1210.564983
0.0,201,1210.807408
0.0,201,1211.018437
0.0,201,1211.22687
0.0,201,1211.425588
0.0,201,1211.61783
0.0,201,1211.828291
0.0,201,1212.028064
0.0,201,1212.245126
0.0,201,1212.452558
0.0,201,1212.658403
0.0,201,1212.923376
0.0,201,1213.145476
0.0,201,1213.353853
100.0,2,1213.35709
0.0,201,1213.563935
0.0,201,1213.774141
0.0,201,1213.976219
100.0,1,1213.979938
0.0,201,1214.17862
0.0,201,1214.405528
100.0,4,1214.410604
100.0,1,1214.411806
0.0,201,1214.617188
0.0,201,1214.827165
0.0,201,1215.063802
0.0,201,1215.276879
0.0,201,1215.482279
100.0,2,1215.483852
100.0,3,1215.487886
0.0,201,1215.688007
0.0,201,1215.898347
100.0,6,1215.904989
0.0,201,1216.123652
0.0,201,1216.314175
0.0,201,1216.533978
0.0,201,1216.762308
100.0,6,1216.76776
100.0,3,1216.772924
0.0,201,1216.979726
0.0,201,1217.210339
0.0,201,1217.424862
0.0,201,1217.631319
0.0,201,1217.848279
0.0,201,1218.057027
0.0,201,1218.259718
0.0,201,1218.489173
0.0,201,1218.700528
0.0,201,1218.919421
0.0,201,1219.130215
0.0,201,1219.350619
0.0,201,1219.572772
0.0,201,1219.781045
0.0,201,1219.989762
0.0,201,1220.193599
0.0,201,1220.397095
0.0,201,1220.60993
0.0,201,1220.812626
0.0,201,1221.033348
0.0,201,1221.246701
0.0,201,1221.479074
100.0,1,1221.480008
0.0,201,1221.710075
100.0,3,1221.715189
0.0,201,1221.919536
0.0,201,1222.131679
0.0,201,1222.341885
0.0,201,1222.568857
0.0,201,1222.771937
0.0,201,1222.978803
0.0,201,1223.178601
100.0,3,1223.180496
0.0,201,1223.391163
0.0,201,1223.608578
100.0,4,1223.613441
0.0,201,1223.840147
0.0,201,1224.054269
0.0,201,1224.266521
0.0,201,1224.469989
0.0,201,1224.68439
0.0,201,1224.902931
0.0,201,1225.123686
0.0,201,1225.337089
0.0,201,1225.543903
0.0,201,1225.745377
0.0,201,1225.983468
0.0,201,1226.203254
100.0,1,1226.205142
100.0,4,1226.210831
0.0,201,1226.408033
100.0,2,1226.411484
0.0,201,1226.6357
100.0,4,1226.640148
0.0,201,1226.851896
0.0,201,1227.064136
0.0,201,1227.270986
0.0,201,1227.468689
0.0,201,1227.692859
0.0,201,1227.920202
0.0,201,1228.149117
100.0,1,1228.150557
0.0,201,1228.372427
0.0,201,1228.581035
100.0,1,1228.583172
0.0,201,1228.819878
0.0,201,1229.024295
0.0,201,1229.240237
0.0,201,1229.446788
0.0,201,1229.660455
0.0,201,1229.868962
0.0,201,1230.072403
0.0,201,1230.277712
0.0,201,1230.487779
0.0,201,1230.697769
0.0,201,1230.911519
0.0,201,1231.130973
0.0,201,1231.331898
0.0,201,1231.529416
100.0,5,1231.538412
100.0,2,1231.540385
0.0,201,1231.736479
100.0,1,1231.739745
0.0,201,1231.969004
0.0,201,1232.176844
0.0,201,1232.39372
0.0,201,1232.65071
100.0,1,1232.652042
0.0,201,1232.858938
0.0,201,1233.078562
0.0,201,1233.292326
100.0,2,1233.293751
0.0,201,1233.513767
100.0,1,1233.5181
0.0,201,1233.783997
0.0,201,1234.017821
0.0,201,1234.252077
100.0,3,1234.257421
0.0,201,1234.49126
0.0,201,1234.707381
0.0,201,1234.918395
0.0,201,1235.131111
0.0,201,1235.334896
0.0,201,1235.551372
0.0,201,1235.753147
0.0,201,1235.959486
0.0,201,1236.167519
0.0,201,1236.375037
100.0,4,1236.378824
0.0,201,1236.586581
0.0,201,1236.791306
0.0,201,1237.025381
0.0,201,1237.235073
100.0,9,1237.242866
0.0,201,1237.467527
0.0,201,1237.677367
0.0,201,1237.875849
0.0,201,1238.08122
0.0,201,1238.281464
0.0,201,1238.484688
100.0,3,1238.488793
0.0,201,1238.680207
0.0,201,1238.894461
0.0,201,1239.173079
0.0,201,1239.385398
0.0,201,1239.597803
0.0,201,1239.795586
0.0,201,1240.002968
0.0,201,1240.205146
0.0,201,1240.414504
0.0,201,1240.622591
0.0,201,1240.820586
0.0,201,1241.017791
0.0,201,1241.255893
100.0,1,1241.25928
0.0,201,1241.48629
0.0,201,1241.69882
0.0,201,1241.912612
100.0,92,1242.002988
0.0,201,1242.219368
0.0,201,1242.411028
100.0,2,1242.412392
0.0,201,1242.646965
0.0,201,1242.855896
0.0,201,1243.066283
100.0,2,1243.071635
0.0,201,1243.291515
0.0,201,1243.51265
0.0,201,1243.715494
100.0,163,1243.882266
100.0,1,1243.883254
0.0,201,1244.0932
100.0,1,1244.094488
100.0,3,1244.098409
0.0,201,1244.306951
0.0,201,1244.510379
0.0,201,1244.724051
0.0,201,1244.935426
0.0,201,1245.13477
0.0,201,1245.351197
0.0,201,1245.563276
0.0,201,1245.795809
0.0,201,1246.00367
0.0,201,1246.204862
0.0,201,1246.406767
0.0,201,1246.609344
0.0,201,1246.802309
0.0,201,1247.012768
0.0,201,1247.215445
0.0,201,1247.422549
0.0,201,1247.626048
0.0,201,1247.87828
0.0,201,1248.089875
0.0,201,1248.284986
0.0,201,1248.48529
0.0,201,1248.683741
0.0,201,1248.917696
0.0,201,1249.119572
0.0,201,1249.329266
100.0,2,1249.330361
0.0,201,1249.558512
0.0,201,1249.736962
0.0,201,1249.964761
0.0,201,1250.189094
0.0,201,1250.401047
0.0,201,1250.644332
0.0,201,1250.84933
0.0,201,1251.06079
0.0,201,1251.267791
0.0,201,1251.474763
0.0,201,1251.681278
0.0,201,1251.890125
100.0,3,1251.89369
0.0,201,1252.100539
0.0,201,1252.338069
0.0,201,1252.549568
0.0,201,1252.747587
0.0,201,1252.954227
0.0,201,1253.19107
100.0,3,1253.192809
0.0,201,1253.401238
0.0,201,1253.614999
0.0,201,1253.811783
0.0,201,1254.022314
0.0,201,1254.228484
100.0,2,1254.230015
100.0,1,1254.230928
0.0,201,1254.467214
0.0,201,1254.679021
0.0,201,1254.881145
0.0,201,1255.082669
100.0,1,1255.08586
0.0,201,1255.295907
100.0,4,1255.301192
0.0,201,1255.506866
0.0,201,1255.715424
0.0,201,1255.921995
0.0,201,1256.132568
0.0,201,1256.338707
0.0,201,1256.546898
100.0,5,1256.562683
0.0,201,1256.776492
0.0,201,1256.979146
0.0,201,1257.190332
0.0,201,1257.389121
0.0,201,1257.580856
0.0,201,1257.789096
0.0,201,1258.01096
100.0,3,1258.015012
0.0,201,1258.231508
0.0,201,1258.464622
0.0,201,1258.680997
0.0,201,1258.919145
0.0,201,1259.184201
100.0,4,1259.190289
0.0,201,1259.418806
0.0,201,1259.630992
0.0,201,1259.863816
0.0,201,1260.066825
100.0,1,1260.071126
0.0,201,1260.285778
0.0,201,1260.482005
0.0,201,1260.707495
0.0,201,1260.93879
0.0,201,1261.149162
0.0,201,1261.35083
100.0,1,1261.351686
100.0,32,1261.384286
0.0,201,1261.589057
0.0,201,1261.785342
100.0,57,1261.844298
0.0,201,1262.062568
0.0,201,1262.260392
0.0,201,1262.459913
100.0,14,1262.470617
0.0,201,1262.676977
100.0,1,1262.678312
0.0,201,1262.885736
100.0,4,1262.890945
0.0,201,1263.128448
0.0,201,1263.334004
0.0,201,1263.517338
0.0,201,1263.761175
0.0,201,1264.001943
0.0,201,1264.2323
0.0,201,1264.440176
0.0,201,1264.657065
100.0,2,1264.661135
100.0,1,1264.662998
100.0,3,1264.671664
0.0,201,1264.883339
0.0,201,1265.097205
0.0,201,1265.333072
0.0,201,1265.551127
0.0,201,1265.766911
100.0,1,1265.76848
0.0,201,1265.973693
0.0,201,1266.184758
0.0,201,1266.398698
100.0,1,1266.399576
100.0,1,1266.401048
100.0,1,1266.404153
0.0,201,1266.644631
0.0,201,1266.856237
0.0,201,1267.075162
0.0,201,1267.292197
0.0,201,1267.520909
100.0,3,1267.526813
0.0,201,1267.740682
100.0,4,1267.74562
0.0,201,1267.949712
0.0,201,1268.163633
0.0,201,1268.383184
0.0,201,1268.615857
0.0,201,1268.825561
0.0,201,1269.032279
0.0,201,1269.260997
0.0,201,1269.470491
100.0,1,1269.472116
0.0,201,1269.701988
0.0,201,1269.92122
100.0,2,1269.922481
0.0,201,1270.141286
0.0,201,1270.341001
0.0,201,1270.546544
0.0,201,1270.759386
0.0,201,1270.959691
0.0,201,1271.164921
0.0,201,1271.370761
0.0,201,1271.57397
0.0,201,1271.80076
0.0,201,1272.018012
0.0,201,1272.235128
0.0,201,1272.447891
0.0,201,1272.661021
100.0,1,1272.670409
100.0,5,1272.675592
0.0,201,1272.884421
0.0,201,1273.084439
100.0,3,1273.088568
0.0,201,1273.301427
100.0,2,1273.305035
0.0,201,1273.502687
100.0,1,1273.503707
100.0,2,1273.507643
100.0,2,1273.509239
0.0,201,1273.713936
0.0,201,1273.915649
0.0,201,1274.156775
100.0,1,1274.158246
0.0,201,1274.370192
0.0,201,1274.580766
0.0,201,1274.779598
0.0,201,1274.985486
0.0,201,1275.194342
0.0,201,1275.39504
0.0,201,1275.597231
0.0,201,1275.804573
0.0,201,1276.011296
0.0,201,1276.219099
100.0,1,1276.220579
0.0,201,1276.437922
100.0,3,1276.442123
0.0,201,1276.651966
0.0,201,1276.859104
0.0,201,1277.063606
0.0,201,1277.271394
0.0,201,1277.48952
0.0,201,1277.704559
0.0,201,1277.908422
0.0,201,1278.128551
100.0,3,1278.1331
100.0,6,1278.137866
100.0,3,1278.142547
100.0,3,1278.147399
100.0,1,1278.148237
0.0,201,1278.367567
0.0,201,1278.613386
0.0,201,1278.818777
100.0,4,1278.823873
0.0,201,1279.02921
100.0,38,1279.06552
0.0,201,1279.273744
0.0,201,1279.481235
0.0,201,1279.711021
0.0,201,1279.918653
0.0,201,1280.115648
100.0,25,1280.138764
0.0,201,1280.343748
100.0,2,1280.349019
0.0,201,1280.591419
0.0,201,1280.808019
0.0,201,1281.025604
0.0,201,1281.234546
0.0,201,1281.442888
0.0,201,1281.644719
0.0,201,1281.861559
0.0,201,1282.073403
0.0,201,1282.294404
0.0,201,1282.5144
0.0,201,1282.742854
0.0,201,1282.974323
100.0,2,1282.975581
100.0,1,1282.978724
0.0,201,1283.168449
0.0,201,1283.366943
100.0,3,1283.372125
0.0,201,1283.588268
0.0,201,1283.791363
100.0,8,1283.806356
100.0,4,1283.810724
100.0,2,1283.814793
0.0,201,1284.043717
0.0,201,1284.242459
100.0,3,1284.247576
0.0,201,1284.454653
0.0,201,1284.674726
0.0,201,1284.908012
0.0,201,1285.149037
0.0,201,1285.367613
100.0,1,1285.371952
0.0,201,1285.579315
0.0,201,1285.785363
0.0,201,1285.983782
0.0,201,1286.187715
0.0,201,1286.414204
0.0,201,1286.61705
100.0,3,1286.620963
0.0,201,1286.835763
100.0,2,1286.840361
0.0,201,1287.06008
100.0,4,1287.066373
0.0,201,1287.311126
0.0,201,1287.519982
0.0,201,1287.720034
0.0,201,1287.922494
100.0,2,1287.924134
0.0,201,1288.131457
0.0,201,1288.33643
0.0,201,1288.543326
0.0,201,1288.74862
100.0,3,1288.754003
100.0,1,1288.75538
0.0,201,1288.980273
0.0,201,1289.251919
0.0,201,1289.493973
0.0,201,1289.697537
0.0,201,1289.921251
0.0,201,1290.140623
0.0,201,1290.346771
100.0,4,1290.351399
0.0,201,1290.578349
100.0,2,1290.581773
0.0,201,1290.800189
100.0,155,1290.967421
0.0,201,1291.175297
0.0,201,1291.384768
0.0,201,1291.625556
0.0,201,1291.839995
100.0,1,1291.841082
0.0,201,1292.060918
0.0,201,1292.290137
100.0,1,1292.292174
0.0,201,1292.496651
0.0,201,1292.703969
100.0,1,1292.707504
100.0,1,1292.708454
0.0,201,1292.923229
0.0,201,1293.160477
0.0,201,1293.363795
0.0,201,1293.563387
0.0,201,1293.811922
0.0,201,1294.011631
0.0,201,1294.201874
0.0,201,1294.405118
0.0,201,1294.623497
0.0,201,1294.838916
0.0,201,1295.057351
100.0,1,1295.058374
100.0,1,1295.059632
0.0,201,1295.27344
0.0,201,1295.484792
100.0,2,1295.486278
0.0,201,1295.696952
0.0,201,1295.936626
0.0,201,1296.147731
0.0,201,1296.372449
100.0,9,1296.383563
0.0,201,1296.591513
0.0,201,1296.802854
0.0,201,1297.013065
100.0,2,1297.017637
0.0,201,1297.2259
0.0,201,1297.433564
0.0,201,1297.651993
100.0,1,1297.656982
0.0,201,1297.862797
0.0,201,1298.081181
0.0,201,1298.283832
0.0,201,1298.491269
0.0,201,1298.696584
0.0,201,1298.894993
0.0,201,1299.12592
0.0,201,1299.330606
0.0,201,1299.542491
0.0,201,1299.736045
100.0,4,1299.743673
0.0,201,1299.937366
0.0,201,1300.151219
0.0,201,1300.381808
0.0,201,1300.598027
0.0,201,1300.821394
0.0,201,1301.03636
100.0,3,1301.03823
0.0,201,1301.271138
0.0,201,1301.480814
0.0,201,1301.675168
0.0,201,1301.886222
0.0,201,1302.09457
0.0,201,1302.29532
100.0,1,1302.296462
0.0,201,1302.536825
0.0,201,1302.769672
0.0,201,1302.979362
0.0,201,1303.196792
100.0,3,1303.200715
0.0,201,1303.420887
0.0,201,1303.640473
100.0,4,1303.645813
0.0,201,1303.850472
0.0,201,1304.053351
0.0,201,1304.257267
100.0,3,1304.262544
0.0,201,1304.474878
0.0,201,1304.713815
0.0,201,1304.921949
100.0,1,1304.923472
0.0,201,1305.130285
0.0,201,1305.343882
0.0,201,1305.555183
0.0,201,1305.767502
0.0,201,1305.965677
0.0,201,1306.165989
100.0,3,1306.17058
100.0,8,1306.178343
0.0,201,1306.409256
0.0,201,1306.614573
0.0,201,1306.847131
0.0,201,1307.059307
100.0,2,1307.062984
100.0,4,1307.068292
0.0,201,1307.277266
0.0,201,1307.498143
0.0,201,1307.710845
0.0,201,1307.929965
100.0,2,1307.932401
0.0,201,1308.14209
0.0,201,1308.342402
0.0,201,1308.537605
100.0,2,1308.538975
0.0,201,1308.75516
0.0,201,1308.980566
100.0,2,1308.982575
0.0,201,1309.22851
0.0,201,1309.444879
0.0,201,1309.664963
0.0,201,1309.859513
0.0,201,1310.054608
0.0,201,1310.26774
0.0,201,1310.479779
0.0,201,1310.690248
0.0,201,1310.894795
0.0,201,1311.096073
100.0,1,1311.097317
0.0,201,1311.330139
0.0,201,1311.528713
0.0,201,1311.745792
100.0,3,1311.749697
0.0,201,1311.958299
0.0,201,1312.193223
0.0,201,1312.412843
0.0,201,1312.622798
0.0,201,1312.826293
0.0,201,1313.025442
0.0,201,1313.243532
0.0,201,1313.492548
0.0,201,1313.711706
0.0,201,1313.920254
0.0,201,1314.118251
0.0,201,1314.326974
0.0,201,1314.527421
0.0,201,1314.727317
100.0,2,1314.731521
100.0,6,1314.735821
100.0,1,1314.736649
0.0,201,1314.946795
0.0,201,1315.145751
0.0,201,1315.364403
0.0,201,1315.632434
100.0,3,1315.639224
0.0,201,1315.902305
0.0,201,1316.164233
0.0,201,1316.409057
0.0,201,1316.673294
0.0,201,1316.95102
0.0,201,1317.214148
0.0,201,1317.481369
100.0,3,1317.48583
0.0,201,1317.720312
0.0,201,1317.961042
0.0,201,1318.184
100.0,3,1318.187699
0.0,201,1318.391732
0.0,201,1318.601757
0.0,201,1318.812533
0.0,201,1319.040191
0.0,201,1319.249399
0.0,201,1319.467221
0.0,201,1319.680511
0.0,201,1319.910583
0.0,201,1320.136742
100.0,1,1320.139598
0.0,201,1320.344502
0.0,201,1320.566443
0.0,201,1320.781958
100.0,3,1320.788667
0.0,201,1321.003314
0.0,201,1321.208681
0.0,201,1321.407264
0.0,201,1321.625417
0.0,201,1321.836335
0.0,201,1322.063588
100.0,3,1322.066563
0.0,201,1322.298894
0.0,201,1322.498637
0.0,201,1322.701768
100.0,1,1322.703033
0.0,201,1322.921976
0.0,201,1323.127715
0.0,201,1323.345924
0.0,201,1323.549568
0.0,201,1323.760419
0.0,201,1323.965517
0.0,201,1324.164177
100.0,4,1324.170699
100.0,3,1324.174741
0.0,201,1324.410735
100.0,2,1324.414559
0.0,201,1324.644126
0.0,201,1324.859871
0.0,201,1325.068939
